timestamp,isConnected,type
1557548901765,True,WIFI
1557548902484,False,MOBILE
1557548921864,False,MOBILE
1557548921891,False,WIFI
1557549043917,True,WIFI
1557549044541,False,MOBILE
1557561320155,False,MOBILE
1557561320221,False,WIFI
1557561354101,True,WIFI
1557561354973,False,MOBILE
1557561360200,False,MOBILE
1557561360227,False,WIFI
1557562249419,True,WIFI
1557562250001,False,MOBILE
1557562251043,False,MOBILE
1557562251065,False,WIFI
1557563061701,True,WIFI
1557563063314,False,MOBILE
1557571452297,False,MOBILE
1557571452359,False,WIFI
1557572988612,True,MOBILE
1557573322559,False,MOBILE
1557584376278,False,MOBILE
1557584376321,False,WIFI
1557586774319,True,WIFI
1557586775100,False,MOBILE
1557599649257,False,MOBILE
1557599649272,False,WIFI
1557601762991,True,WIFI
1557601763711,False,MOBILE
1557602145869,False,MOBILE
1557602145909,False,WIFI
1557602403547,True,WIFI
1557602404076,False,MOBILE
1557602428108,False,MOBILE
1557602428124,False,WIFI
1557603080069,True,WIFI
1557603080650,False,MOBILE
1557603081134,False,MOBILE
1557603081166,False,WIFI
1557603081247,False,WIFI
1557603081267,False,MOBILE
1557603081805,False,MOBILE
1557603081821,False,WIFI
