timestamp,isConnected,type
1557364554588,True,WIFI
1557364555331,False,MOBILE
1557364578427,False,MOBILE
1557364578445,False,WIFI
1557364620513,True,WIFI
1557364621023,False,MOBILE
1557365019287,False,MOBILE
1557365019327,False,WIFI
1557366013254,True,WIFI
1557366014094,False,MOBILE
1557368746818,False,MOBILE
1557368746852,False,WIFI
1557369617431,True,WIFI
1557369618720,False,MOBILE
1557376737668,False,MOBILE
1557376737753,False,WIFI
1557384540344,True,WIFI
1557384540989,False,MOBILE
1557384760097,False,MOBILE
1557384760133,False,WIFI
1557389578816,True,WIFI
1557389579416,False,MOBILE
1557389581724,False,MOBILE
1557389581759,False,WIFI
1557389635856,True,WIFI
1557389636424,False,MOBILE
1557389657622,False,MOBILE
1557389657642,False,WIFI
1557390052816,True,WIFI
1557390053530,False,MOBILE
1557392040765,False,MOBILE
1557392040805,False,WIFI
1557392141961,True,WIFI
1557392143197,False,MOBILE
1557392166368,False,MOBILE
1557392166388,False,WIFI
1557392865386,True,WIFI
1557392866699,False,MOBILE
1557393111552,False,MOBILE
1557393111573,False,WIFI
1557396277926,True,WIFI
1557396279275,False,MOBILE
1557397699974,False,MOBILE
1557397700001,False,WIFI
1557399055660,True,WIFI
1557399056266,False,MOBILE
1557399065737,False,MOBILE
1557399065749,False,WIFI
1557399210329,True,WIFI
1557399210728,False,MOBILE
1557399328612,False,MOBILE
1557399328641,False,WIFI
1557399531085,True,WIFI
1557399531608,False,MOBILE
1557399601368,False,MOBILE
1557399601383,False,WIFI
1557399748195,True,WIFI
1557399748609,False,MOBILE
1557399872315,False,MOBILE
1557399872341,False,WIFI
1557399975963,True,WIFI
1557399976539,False,MOBILE
1557400865836,False,MOBILE
1557400865881,False,WIFI
1557403227737,True,WIFI
1557403228380,False,MOBILE
1557403337128,False,MOBILE
1557403337206,False,WIFI
1557406394856,True,WIFI
1557406395568,False,MOBILE
1557406954520,False,MOBILE
1557406954553,False,WIFI
1557413749078,True,WIFI
1557413749996,False,MOBILE
1557413827112,False,MOBILE
1557413827129,False,WIFI
1557414945075,True,WIFI
1557414945516,False,MOBILE
1557415139527,False,MOBILE
1557415139544,False,WIFI
1557415212618,True,WIFI
1557415213030,False,MOBILE
1557415266038,False,MOBILE
1557415266053,False,WIFI
1557415284034,True,WIFI
1557415284414,False,MOBILE
1557415311006,False,MOBILE
1557415311026,False,WIFI
1557417748402,True,WIFI
1557417748954,False,MOBILE
1557417789984,False,MOBILE
1557417790019,False,WIFI
