timestamp,isConnected,type
1557797968517,True,WIFI
1557797969285,False,MOBILE
1557797976224,False,MOBILE
1557797976260,False,WIFI
1557798085374,True,WIFI
1557798085942,False,MOBILE
1557798151688,False,MOBILE
1557798151715,False,WIFI
1557798194968,True,WIFI
1557798195364,False,MOBILE
1557798431375,False,MOBILE
1557798431427,False,WIFI
1557800140327,True,WIFI
1557800140993,False,MOBILE
1557800528106,False,MOBILE
1557800528132,False,WIFI
1557801221857,True,WIFI
1557801222407,False,MOBILE
1557803520677,False,MOBILE
1557803520701,False,WIFI
1557803609683,True,WIFI
1557803610257,False,MOBILE
1557806042178,False,MOBILE
1557806042198,False,WIFI
1557806316533,True,WIFI
1557806317045,False,MOBILE
1557810773729,False,MOBILE
1557810773759,False,WIFI
1557810873522,True,WIFI
1557810874187,False,MOBILE
1557810946991,False,MOBILE
1557810947007,False,WIFI
1557811013714,True,WIFI
1557811015021,False,MOBILE
1557826354570,False,MOBILE
1557826354666,False,WIFI
1557827357385,True,WIFI
1557827358025,False,MOBILE
1557827720474,False,MOBILE
1557827720499,False,WIFI
1557828775131,True,WIFI
1557828775714,False,MOBILE
1557828913901,False,MOBILE
1557828913918,False,WIFI
1557828997359,True,WIFI
1557828998759,False,MOBILE
1557831008669,False,MOBILE
1557831008695,False,WIFI
1557833803216,True,WIFI
1557833803682,False,MOBILE
1557833811346,False,MOBILE
1557833811365,False,WIFI
1557833815989,True,WIFI
1557833816302,False,MOBILE
1557834048248,False,MOBILE
1557834048282,False,WIFI
1557834235679,True,WIFI
1557834236222,False,MOBILE
1557834251607,False,MOBILE
1557834251699,False,WIFI
1557834316355,True,WIFI
1557834317532,False,MOBILE
1557834934494,False,MOBILE
1557834934513,False,WIFI
1557836319514,True,WIFI
1557836320130,False,MOBILE
1557836332037,False,MOBILE
1557836332090,False,WIFI
1557836423446,True,WIFI
1557836424193,False,MOBILE
1557836505501,False,MOBILE
1557836505549,False,WIFI
1557836566601,True,WIFI
1557836567177,False,MOBILE
1557836732760,False,MOBILE
1557836732790,False,WIFI
1557836812265,True,WIFI
1557836812817,False,MOBILE
1557836933618,False,MOBILE
1557836933659,False,WIFI
1557837047030,True,WIFI
1557837047657,False,MOBILE
1557837052887,False,MOBILE
1557837052948,False,WIFI
1557837076392,True,WIFI
1557837077034,False,MOBILE
1557837080353,False,MOBILE
1557837080403,False,WIFI
1557837243320,True,WIFI
1557837244363,False,MOBILE
1557838996047,False,MOBILE
1557838996066,False,WIFI
