timestamp,isConnected,type
1557447985156,True,WIFI
1557447985909,False,MOBILE
1557448019659,False,MOBILE
1557448019684,False,WIFI
1557448064100,True,WIFI
1557448064684,False,MOBILE
1557448096063,False,MOBILE
1557448096110,False,WIFI
1557448231407,True,WIFI
1557448231974,False,MOBILE
1557448246227,False,MOBILE
1557448246260,False,WIFI
1557456212304,True,WIFI
1557456212887,False,MOBILE
1557456226973,False,MOBILE
1557456226992,False,WIFI
1557456246271,True,WIFI
1557456246962,False,MOBILE
1557456429563,False,MOBILE
1557456429594,False,WIFI
1557460402128,True,WIFI
1557460402624,False,MOBILE
1557460560553,False,MOBILE
1557460560579,False,WIFI
1557465089594,True,WIFI
1557465090751,False,MOBILE
1557465622176,False,MOBILE
1557465622202,False,WIFI
1557474994510,True,WIFI
1557474995126,False,MOBILE
1557475064141,False,MOBILE
1557475064153,False,WIFI
1557483372801,True,WIFI
1557483373942,False,MOBILE
1557490796698,False,MOBILE
1557490796714,False,WIFI
1557491178798,True,WIFI
1557491178945,False,MOBILE
1557491180853,False,MOBILE
1557491180891,False,WIFI
1557492480916,True,WIFI
1557492481533,False,MOBILE
1557492512416,False,MOBILE
1557492512427,False,WIFI
1557492543615,True,WIFI
1557492544050,False,MOBILE
1557493269412,False,MOBILE
1557493269488,False,WIFI
1557493295688,True,WIFI
1557493296281,False,MOBILE
1557493351309,False,MOBILE
1557493351333,False,WIFI
1557493503173,True,WIFI
1557493503864,False,MOBILE
1557493504257,False,MOBILE
1557493504274,False,WIFI
1557493504349,False,WIFI
1557493504355,False,MOBILE
1557493504891,False,MOBILE
1557493504903,False,WIFI
1557499231501,True,WIFI
1557499232202,False,MOBILE
1557499395770,False,MOBILE
1557499395780,False,WIFI
1557501030252,True,WIFI
1557501031670,False,MOBILE
1557501737026,False,MOBILE
1557501737045,False,WIFI
1557501828153,True,WIFI
1557501828650,False,MOBILE
1557501848632,False,MOBILE
1557501848651,False,WIFI
1557501880441,True,WIFI
1557501881736,False,MOBILE
1557503301863,False,MOBILE
1557503301891,False,WIFI
1557504473988,True,WIFI
1557504475263,False,MOBILE
1557506310915,False,MOBILE
1557506310940,False,WIFI
