timestamp,isConnected,type
1557710591162,False,MOBILE
1557710591186,False,WIFI
1557713130751,True,WIFI
1557713131215,False,MOBILE
1557713369793,False,MOBILE
1557713369833,False,WIFI
1557713411794,True,WIFI
1557713412192,False,MOBILE
1557713472538,False,MOBILE
1557713472564,False,WIFI
1557713918711,True,WIFI
1557713919458,False,MOBILE
1557714701983,False,MOBILE
1557714702003,False,WIFI
1557723667523,True,WIFI
1557723667940,False,MOBILE
1557723727230,False,MOBILE
1557723727258,False,WIFI
1557723773736,True,WIFI
1557723774124,False,MOBILE
1557724097023,False,MOBILE
1557724097050,False,WIFI
1557724664092,True,WIFI
1557724664819,False,MOBILE
1557725051251,False,MOBILE
1557725051260,False,WIFI
1557725183948,True,WIFI
1557725184745,False,MOBILE
1557725196341,False,MOBILE
1557725196371,False,WIFI
1557729350249,True,WIFI
1557729350924,False,MOBILE
1557729599987,False,MOBILE
1557729600023,False,WIFI
1557730440193,True,WIFI
1557730440852,False,MOBILE
1557731043896,False,MOBILE
1557731043932,False,WIFI
1557733245136,True,WIFI
1557733245736,False,MOBILE
1557733375594,False,MOBILE
1557733375609,False,WIFI
1557733393175,True,WIFI
1557733393652,False,MOBILE
1557734395370,False,MOBILE
1557734395397,False,WIFI
1557736206433,True,WIFI
1557736207020,False,MOBILE
1557736937345,False,MOBILE
1557736937370,False,WIFI
1557736988195,True,WIFI
1557736989398,False,MOBILE
1557747998643,False,MOBILE
1557747998694,False,WIFI
1557751506101,True,WIFI
1557751506642,False,MOBILE
1557751524164,False,MOBILE
1557751524186,False,WIFI
1557751596567,True,WIFI
1557751597095,False,MOBILE
1557751951418,False,MOBILE
1557751951463,False,WIFI
1557752070058,True,WIFI
1557752070834,False,MOBILE
1557752114402,False,MOBILE
1557752114430,False,WIFI
1557752563973,True,WIFI
1557752564598,False,MOBILE
1557752772942,False,MOBILE
1557752773023,False,WIFI
1557754080065,True,WIFI
1557754080654,False,MOBILE
1557755170809,False,MOBILE
1557755170852,False,WIFI
1557756371699,True,WIFI
1557756372352,False,MOBILE
1557756785700,False,MOBILE
1557756785730,False,WIFI
1557757240765,True,WIFI
1557757241441,False,MOBILE
1557757529185,False,MOBILE
1557757529298,False,WIFI
1557757599692,True,WIFI
1557757600350,False,MOBILE
1557758786128,False,MOBILE
1557758786137,False,WIFI
1557758945596,True,WIFI
1557758946139,False,MOBILE
1557758964327,False,MOBILE
1557758964368,False,WIFI
1557759003000,True,WIFI
1557759003483,False,MOBILE
1557759205977,False,MOBILE
1557759206019,False,WIFI
1557759258967,True,WIFI
1557759259407,False,MOBILE
1557759289164,False,MOBILE
1557759289189,False,WIFI
1557759326575,True,WIFI
1557759327108,False,MOBILE
1557759334823,False,MOBILE
1557759334843,False,WIFI
1557759460855,True,WIFI
1557759461075,False,MOBILE
1557759461517,False,MOBILE
1557759461529,False,WIFI
1557759461681,False,WIFI
1557759461692,False,MOBILE
1557759462104,False,MOBILE
1557759462125,False,WIFI
1557761969435,True,WIFI
1557761970173,False,MOBILE
1557761991314,False,MOBILE
1557761991349,False,WIFI
1557762046104,True,WIFI
1557762046813,False,MOBILE
1557762080343,False,MOBILE
1557762080396,False,WIFI
1557763183434,True,WIFI
1557763184138,False,MOBILE
1557763203156,False,MOBILE
1557763203179,False,WIFI
1557764324818,True,WIFI
1557764325414,False,MOBILE
1557764325846,False,MOBILE
1557764325868,False,WIFI
1557764326114,False,WIFI
1557764326160,False,MOBILE
1557764326738,False,MOBILE
1557764326771,False,WIFI
