timestamp,name,lastTimeUsed,packageName,isSystemApp,startTime,endTime,isUpdatedSystemApp,totalTimeForeground
1557446570850,YouTube,1557417101000,com.google.android.youtube,True,1557367852130,1557442995665,True,4375257
1557446570850,직방,1557418331471,com.chbreeze.jikbang4a,False,1557367852130,1557442995680,False,234796
1557446570850,Puffin,1557396217360,com.cloudmosa.puffinFree,False,1557367852130,1557421312042,False,2674
1557446570850,SNOW,1557413948687,com.campmobile.snow,False,1557367852130,1557417669564,False,4664
1557446570850,전화,1557417910138,com.samsung.android.incallui,True,1557367852130,1557418224728,False,3470
1557446570850,Polar Beat,1557414274742,fi.polar.beat,False,1557367852130,1557439394819,False,54302
1557446570850,안드로이드 시스템,1557417900244,android,True,1557367852130,1557417900244,False,8418
1557446570850,메시지,1557418281198,com.samsung.android.messaging,True,1557367852130,1557418281198,True,501497
1557446570850,카톡 프리뷰,1557443446024,com.taeyoung.jimoon.kakaopreview,False,1557367852130,1557444156558,False,357214
1557446570850,Gmail,1557446448895,com.google.android.gm,True,1557367852130,1557446448895,True,26989
1557446570850,빅스비 보이스,1557395834848,com.samsung.android.bixby.agent,True,1557367852130,1557417817834,True,217
1557446570850,갤러리,1557379862023,com.sec.android.gallery3d,True,1557367852130,1557413673079,True,13796
1557446570850,접근성,1557414288819,com.samsung.accessibility,True,1557367852130,1557414288819,False,2295
1557446570850,Samsung Music,1557417908216,com.sec.android.app.music,False,1557367852130,1557446596289,False,42503
1557446570850,Paco,1557406559023,com.pacoapp.paco,False,1557367852130,1557409342503,False,178923
1557446570850,시계,1557443438836,com.sec.android.app.clockpackage,True,1557367852130,1557443438836,True,169388
1557446570850,전화,1557417906050,com.android.server.telecom,True,1557367852130,1557417906050,False,93
1557446570850,다방,1557418218364,kr.co.station3.dabang,False,1557367852130,1557442995681,False,221258
1557446570850,Chrome,1557419501190,com.android.chrome,True,1557367852130,1557419501190,True,2923841
1557446570850,패키지 설치 프로그램,1557414278245,com.google.android.packageinstaller,True,1557367852130,1557414278245,False,720
1557446570850,Google Play 서비스,1557376029138,com.google.android.gms,True,1557367852130,1557445867427,True,1327
1557446570850,Samsung Experience 홈,1557443444487,com.sec.android.app.launcher,True,1557367852130,1557443444487,False,348634
1557446570850,전화,1557417933085,com.samsung.android.dialer,True,1557367852130,1557417933085,True,439
