timestamp,messageBox,isPinned,timesContacted,number,contact,isStarred,messageClass
1557446862000,INBOX,False,0,1800$698d51a19d8a121ce581499d7b701668,MOBILE,False,MMS
1557451143000,INBOX,False,0,0107$e872721a27ed6bd44bbe8da9d7d10c7b,OTHER,False,SMS
1557460523000,INBOX,False,3,0107$bf0e313de42a6c46bde3caf4afcaeaf1,OTHER,False,SMS
1557461725000,INBOX,False,3,0108$932748d10f53f683b270495c167e6e5d,OTHER,False,SMS
1557467476000,INBOX,False,3,1588$b73ce398c39f506af761d2277d853a92,OTHER,False,SMS
1557468172000,INBOX,False,3,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557468200382,SENT,False,3,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557468260000,INBOX,False,3,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557468283236,SENT,False,3,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557472414000,INBOX,False,3,0109$da57c3157ae6f56a3918d4a76002773a,OTHER,False,SMS
1557475722259,SENT,False,3,0109$da57c3157ae6f56a3918d4a76002773a,OTHER,False,SMS
1557490073000,INBOX,False,3,1588$b73ce398c39f506af761d2277d853a92,OTHER,False,SMS
1557491426000,INBOX,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491466025,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491506978,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491526336,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491531000,INBOX,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491533143,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491551000,INBOX,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491599565,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557499473732,SENT,False,3,0108$8b960e42df4bd1ae506207fb4d52f4a6,OTHER,False,SMS
1557446862000,INBOX,False,0,1800$698d51a19d8a121ce581499d7b701668,MOBILE,False,MMS
1557451143000,INBOX,False,0,0107$e872721a27ed6bd44bbe8da9d7d10c7b,OTHER,False,SMS
1557460523000,INBOX,False,3,0107$bf0e313de42a6c46bde3caf4afcaeaf1,OTHER,False,SMS
1557461725000,INBOX,False,3,0108$932748d10f53f683b270495c167e6e5d,OTHER,False,SMS
1557467476000,INBOX,False,3,1588$b73ce398c39f506af761d2277d853a92,OTHER,False,SMS
1557468172000,INBOX,False,3,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557468200382,SENT,False,3,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557468260000,INBOX,False,3,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557468283236,SENT,False,3,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557472414000,INBOX,False,3,0109$da57c3157ae6f56a3918d4a76002773a,OTHER,False,SMS
1557475722259,SENT,False,3,0109$da57c3157ae6f56a3918d4a76002773a,OTHER,False,SMS
1557490073000,INBOX,False,3,1588$b73ce398c39f506af761d2277d853a92,OTHER,False,SMS
1557491426000,INBOX,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491466025,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491506978,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491526336,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491531000,INBOX,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491533143,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491551000,INBOX,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557491599565,SENT,False,3,0105$b8074562889c269f7e5ecf8fec80c56e,OTHER,False,SMS
1557499473732,SENT,False,3,0108$8b960e42df4bd1ae506207fb4d52f4a6,OTHER,False,SMS
