timestamp,messageBox,isPinned,timesContacted,number,contact,isStarred,messageClass
1557360653000,INBOX,False,0,1800$698d51a19d8a121ce581499d7b701668,OTHER,False,SMS
1557361223000,INBOX,False,0,0428$bb905d80051ff1d41eeef27c9f037de3,UNDEFINED,False,MMS
1557361644000,INBOX,False,0,0107$e872721a27ed6bd44bbe8da9d7d10c7b,OTHER,False,SMS
1557362934000,INBOX,False,1,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557362959171,SENT,False,1,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557378068000,INBOX,False,1,0105$09bc6339f806f79b705569a22ca20686,OTHER,False,SMS
1557382158000,INBOX,False,1,1800$a91f7d0f27f3c35bd2692c05876cc13f,OTHER,False,SMS
1557389155467,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557389057000,INBOX,False,0,0104$070dd33ca6bb9f397ef5d50b5ff85a68,UNDEFINED,False,MMS
1557389901000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557390471000,INBOX,False,1,1588$b73ce398c39f506af761d2277d853a92,OTHER,False,SMS
1557403367984,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557403690000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557403955378,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557403641000,INBOX,False,0,0104$070dd33ca6bb9f397ef5d50b5ff85a68,MOBILE,False,MMS
1557404319000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557408885558,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557409018000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557409128355,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557409225000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557409234484,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557442969000,INBOX,False,0,0423$9407c90c49bf04f8b59677647ef56522,OTHER,False,SMS
1557360653000,INBOX,False,0,1800$698d51a19d8a121ce581499d7b701668,OTHER,False,SMS
1557361223000,INBOX,False,0,0428$bb905d80051ff1d41eeef27c9f037de3,UNDEFINED,False,MMS
1557361644000,INBOX,False,0,0107$e872721a27ed6bd44bbe8da9d7d10c7b,OTHER,False,SMS
1557362934000,INBOX,False,1,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557362959171,SENT,False,1,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557378068000,INBOX,False,1,0105$09bc6339f806f79b705569a22ca20686,OTHER,False,SMS
1557382158000,INBOX,False,1,1800$a91f7d0f27f3c35bd2692c05876cc13f,OTHER,False,SMS
1557389155467,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557389057000,INBOX,False,0,0104$070dd33ca6bb9f397ef5d50b5ff85a68,UNDEFINED,False,MMS
1557389901000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557390471000,INBOX,False,1,1588$b73ce398c39f506af761d2277d853a92,OTHER,False,SMS
1557403367984,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557403690000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557403955378,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557403641000,INBOX,False,0,0104$070dd33ca6bb9f397ef5d50b5ff85a68,MOBILE,False,MMS
1557404319000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557408885558,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557409018000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557409128355,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557409225000,INBOX,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557409234484,SENT,False,1,0104$070dd33ca6bb9f397ef5d50b5ff85a68,OTHER,False,SMS
1557442969000,INBOX,False,0,0423$9407c90c49bf04f8b59677647ef56522,OTHER,False,SMS
