timestamp,confidence,type
1557556253879,1.0,STILL
1557533051771,1.0,TILTING
1557558878454,0.31,UNKNOWN
1557558878454,0.26,ON_BICYCLE
1557558878454,0.11,ON_FOOT
1557558878454,0.11,WALKING
1557558878454,0.09,STILL
1557558878454,0.08,IN_VEHICLE
1557558878454,0.08,RUNNING
1557558905859,0.56,STILL
1557558905859,0.17,ON_FOOT
1557558905859,0.17,WALKING
1557558905859,0.11,UNKNOWN
1557558905859,0.05,IN_VEHICLE
1557558905859,0.05,ON_BICYCLE
1557558905859,0.03,RUNNING
1557558924225,0.35,STILL
1557558924225,0.22,UNKNOWN
1557558924225,0.16,ON_FOOT
1557558924225,0.16,WALKING
1557558924225,0.08,IN_VEHICLE
1557558924225,0.08,ON_BICYCLE
1557558924225,0.06,RUNNING
1557558938071,0.6,STILL
1557558938071,0.35,ON_FOOT
1557558938071,0.35,WALKING
1557558938071,0.02,UNKNOWN
1557558938071,0.01,IN_VEHICLE
1557558938071,0.01,ON_BICYCLE
1557558965377,0.76,ON_FOOT
1557558965377,0.76,WALKING
1557558965377,0.11,UNKNOWN
1557558965377,0.03,IN_VEHICLE
1557558965377,0.03,ON_BICYCLE
1557558965377,0.03,STILL
1557558965377,0.03,RUNNING
1557558991671,0.38,STILL
1557558991671,0.25,ON_FOOT
1557558991671,0.25,WALKING
1557558991671,0.12,UNKNOWN
1557558991671,0.1,IN_VEHICLE
1557558991671,0.07,ON_BICYCLE
1557558991671,0.04,RUNNING
1557559014507,0.96,ON_FOOT
1557559014507,0.96,WALKING
1557559014507,0.02,UNKNOWN
1557559014507,0.01,STILL
1557559014507,0.01,RUNNING
1557559014507,0.0,ON_BICYCLE
1557559026077,1.0,ON_FOOT
1557559026077,1.0,WALKING
1557559052410,0.32,ON_BICYCLE
1557559052410,0.3,UNKNOWN
1557559052410,0.08,IN_VEHICLE
1557559052410,0.08,ON_FOOT
1557559052410,0.08,STILL
1557559052410,0.08,WALKING
1557559052410,0.08,RUNNING
1557559059312,1.0,TILTING
1557559066213,1.0,ON_BICYCLE
1557559080043,1.0,ON_BICYCLE
1557559093864,1.0,ON_BICYCLE
1557559107751,1.0,ON_BICYCLE
1557559121605,0.96,ON_BICYCLE
1557559121605,0.02,UNKNOWN
1557559121605,0.01,IN_VEHICLE
1557559121605,0.01,ON_FOOT
1557559121605,0.01,WALKING
1557559135429,0.77,ON_BICYCLE
1557559135429,0.18,ON_FOOT
1557559135429,0.18,WALKING
1557559135429,0.02,STILL
1557559135429,0.02,UNKNOWN
1557559135429,0.01,IN_VEHICLE
1557559142336,1.0,TILTING
1557559149242,1.0,ON_BICYCLE
1557559158294,1.0,TILTING
1557559167345,0.53,ON_BICYCLE
1557559167345,0.21,UNKNOWN
1557559167345,0.06,IN_VEHICLE
1557559167345,0.06,ON_FOOT
1557559167345,0.06,WALKING
1557559167345,0.05,STILL
1557559167345,0.05,RUNNING
1557559191313,0.95,ON_FOOT
1557559191313,0.95,WALKING
1557559191313,0.04,RUNNING
1557559191313,0.01,UNKNOWN
1557559205136,1.0,ON_FOOT
1557559205136,1.0,WALKING
1557559218996,1.0,ON_FOOT
1557559218996,1.0,WALKING
1557559229677,1.0,TILTING
1557559240357,0.95,ON_FOOT
1557559240357,0.95,RUNNING
1557559240357,0.05,WALKING
1557559262346,0.91,ON_FOOT
1557559262346,0.91,WALKING
1557559262346,0.07,RUNNING
1557559262346,0.02,UNKNOWN
1557559262346,0.0,ON_BICYCLE
1557559275549,1.0,TILTING
1557559288751,0.87,ON_FOOT
1557559288751,0.83,WALKING
1557559288751,0.15,RUNNING
