timestamp,confidence,type
1557631847151,0.33,ON_FOOT
1557631847151,0.33,RUNNING
1557631847151,0.3,UNKNOWN
1557631847151,0.08,IN_VEHICLE
1557631847151,0.08,ON_BICYCLE
1557631847151,0.08,STILL
1557631847151,0.08,WALKING
1557631873284,0.36,STILL
1557631873284,0.24,ON_FOOT
1557631873284,0.24,WALKING
1557631873284,0.17,UNKNOWN
1557631873284,0.08,IN_VEHICLE
1557631873284,0.04,ON_BICYCLE
1557631873284,0.04,RUNNING
1557631884326,1.0,TILTING
1557631895368,0.89,ON_FOOT
1557631895368,0.89,WALKING
1557631895368,0.04,RUNNING
1557631895368,0.02,STILL
1557631895368,0.02,UNKNOWN
1557631895368,0.01,IN_VEHICLE
1557631895368,0.01,ON_BICYCLE
1557631916728,0.48,STILL
1557631916728,0.3,ON_FOOT
1557631916728,0.3,WALKING
1557631916728,0.07,IN_VEHICLE
1557631916728,0.06,ON_BICYCLE
1557631916728,0.02,UNKNOWN
1557631916728,0.02,RUNNING
1557631945718,0.58,ON_BICYCLE
1557631945718,0.35,ON_FOOT
1557631945718,0.25,WALKING
1557631945718,0.15,RUNNING
1557631945718,0.01,UNKNOWN
1557631959549,1.0,ON_BICYCLE
1557631973375,0.68,ON_BICYCLE
1557631973375,0.31,ON_FOOT
1557631973375,0.31,WALKING
1557631973375,0.01,UNKNOWN
1557631987281,1.0,ON_BICYCLE
1557632001095,0.95,ON_BICYCLE
1557632001095,0.03,IN_VEHICLE
1557632001095,0.01,ON_FOOT
1557632001095,0.01,UNKNOWN
1557632001095,0.01,WALKING
1557632014960,0.96,ON_BICYCLE
1557632014960,0.04,ON_FOOT
1557632014960,0.04,WALKING
1557632028767,1.0,ON_BICYCLE
1557632043513,0.85,ON_BICYCLE
1557632043513,0.15,IN_VEHICLE
1557632069723,0.43,STILL
1557632069723,0.21,ON_FOOT
1557632069723,0.21,WALKING
1557632069723,0.11,UNKNOWN
1557632069723,0.1,IN_VEHICLE
1557632069723,0.07,ON_BICYCLE
1557632069723,0.04,RUNNING
1557632094770,0.4,UNKNOWN
1557632094770,0.1,IN_VEHICLE
1557632094770,0.1,ON_BICYCLE
1557632094770,0.1,ON_FOOT
1557632094770,0.1,STILL
1557632094770,0.1,WALKING
1557632094770,0.1,RUNNING
1557632120807,0.28,ON_BICYCLE
1557632120807,0.27,IN_VEHICLE
1557632120807,0.27,STILL
1557632120807,0.11,ON_FOOT
1557632120807,0.11,WALKING
1557632120807,0.02,UNKNOWN
1557632120807,0.01,RUNNING
1557632138799,0.42,ON_BICYCLE
1557632138799,0.21,UNKNOWN
1557632138799,0.18,ON_FOOT
1557632138799,0.18,WALKING
1557632138799,0.05,IN_VEHICLE
1557632138799,0.05,STILL
1557632138799,0.05,RUNNING
1557632152619,0.99,ON_BICYCLE
1557632152619,0.01,UNKNOWN
1557632166445,1.0,ON_BICYCLE
1557632180912,0.84,ON_BICYCLE
1557632180912,0.14,ON_FOOT
1557632180912,0.14,WALKING
1557632180912,0.02,UNKNOWN
1557632195700,1.0,TILTING
1557632210487,0.58,ON_FOOT
1557632210487,0.58,WALKING
1557632210487,0.18,UNKNOWN
1557632210487,0.07,STILL
1557632210487,0.05,IN_VEHICLE
1557632210487,0.04,ON_BICYCLE
1557632210487,0.04,RUNNING
1557632221636,1.0,TILTING
1557632232785,0.99,ON_BICYCLE
1557632232785,0.01,ON_FOOT
1557632232785,0.01,WALKING
1557632246708,1.0,ON_BICYCLE
1557632260547,1.0,ON_BICYCLE
1557632274388,1.0,ON_BICYCLE
1557632288246,1.0,ON_BICYCLE
1557632302044,0.99,ON_BICYCLE
1557632302044,0.01,UNKNOWN
1557632316564,0.67,ON_BICYCLE
1557632316564,0.31,ON_FOOT
1557632316564,0.31,WALKING
1557632316564,0.01,IN_VEHICLE
1557632316564,0.01,UNKNOWN
1557632330430,1.0,ON_BICYCLE
1557632344276,0.74,ON_BICYCLE
1557632344276,0.2,ON_FOOT
1557632344276,0.2,WALKING
1557632344276,0.04,RUNNING
1557632344276,0.01,IN_VEHICLE
1557632344276,0.01,UNKNOWN
1557632358102,1.0,ON_BICYCLE
1557632371969,0.97,ON_BICYCLE
