timestamp,messageBox,isPinned,timesContacted,number,contact,isStarred,messageClass
1557536290000,INBOX,False,0,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557541163357,SENT,False,0,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557541191000,INBOX,False,0,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557538473000,INBOX,False,0,0108$8b960e42df4bd1ae506207fb4d52f4a6,UNDEFINED,False,MMS
1557542357000,INBOX,False,1,0107$bf0e313de42a6c46bde3caf4afcaeaf1,OTHER,False,SMS
1557556809000,INBOX,False,0,1661$3b5dca501ee1e6d8cd7b905f4e1bf723,MOBILE,False,MMS
1557536290000,INBOX,False,0,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557541163357,SENT,False,0,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557541191000,INBOX,False,0,0107$8f7b40274cfd08287d23d4b1a81ef8cd,OTHER,False,SMS
1557538473000,INBOX,False,0,0108$8b960e42df4bd1ae506207fb4d52f4a6,UNDEFINED,False,MMS
1557542357000,INBOX,False,1,0107$bf0e313de42a6c46bde3caf4afcaeaf1,OTHER,False,SMS
1557556809000,INBOX,False,0,1661$3b5dca501ee1e6d8cd7b905f4e1bf723,MOBILE,False,MMS
